01-DF-000307,LOS BANOS FAITH CHRISTIAN SCHOOL,TAB,"1002 Mt. Halcon St.,Umali Subd.,","UPLS, Los Banos, Laguna", , ,LAPRISADA/ACSEL
01-DP-000034,SCOULA DEI BAMBINI DI STA. TERESITA,TAB,"Jasmin St., Patria Village,","Brgy. del Remedio, San Pablo City", , ,PRISEA-SAN PABLO
01-DF-000427,SAN ISIDRO LABRADOR PAROCHIAL SCHOOL,TAB,(beside the Church),"Makiling, Calamba City, Laguna", , ,
01-DF-000327,MARY HELP OF CHRISTIAN SCH.-CANLUBANG,TAB,Acacia St. Ceris 1 Canlubang Laguna,"Calamba City, Laguna",FMA ,,LACASA/LAPRISADA
01-DF-000094,CHRISTIAN SCHOOL OF PILA,TAB,"Kalye Pogi,","Pila, Laguna", , ,
01-DF-000450,SOUTH GREENVILLE SCHOOL,TAB,Bagong Pook,"Pila, Laguna", , ,LACASA/LAPRISADA
01-DF-000112,CONCEPCION KID LEARNING CENTER,TAB,"42 M. Adriatico corner Hernandez St., Chrysanthenum Village.,","San Pedro, Laguna", , ,LACASA/LAPRISADA
01-DF-000174,HARVARD SCHOOL OF LAGUNA,TAB,"Day Star Industrial Park, Palong,","Sta. Cruz, Sta. Rosa, Laguna", , ,
01-DF-000453,SOUTH HORIZON ACADEMY-BINAN,TAB,"Lagrimas St., Irene Village Subd.,","Binan, Laguna", , ,
01-DF-000108,COL. SAN ANTONIO DE PADUA,TAB,"San Antonio,","Pila, Laguna", , ,LAPRISADA
01-DF-000582,ST. FRANCIS OF ASSISI SCHOOL OF CABUYAO,TAB,"National Highway, Banay-Banay","Banay-Banay, Cabuyao, Laguna", , ,LACASA/LAPRISADA
01-DF-000518,STA. ROSA EDUCATIONAL INST.,TAB,"Brgy. Tatlong Hari,","Sta. Rosa, Laguna", , ,
01-DF-000052,CALAMBA CHRISTIAN ACADEMY,TAB,Apitong St. Lingga,"Calamba, Laguna", , ,LACASA/LAPRISADA
01-DP-000037,ST. CLAIRE SCIENCE SCHOOL,TAB,"Brgy. del Remedio,",San Pablo City, , ,
01-DF-000253,LAGUNA SANTIAGO EDUC'L FDT.,TAB,"S. F. Sario St.,","Sta. Cruz, Laguna", , ,
01-DF-000097,COL. DE LOS BANOS,TAB,"Lopez Ave.,","Los Banos, Laguna", , ,
01-DP-000026,NINO JESUS SCIENCE ORIENTED MONT. SCH.,TAB,"#2 Maharlika Hiway,","Calihan, San Pablo City", , ,
01-DF-000549,VINCENT CLARE SCHOOL,TAB,"1605 Seramyr Subd., Macabling","Sta. Rosa, Laguna", , ,
01-DF-000135,FRANCISCAN MONT. SCH OF THE NATIVITY,TAB,"Agapita Rd., Lopez Ave.,","Los Banos, Laguna", , ,LACASA/LAPRISADA
01-DF-000167,GRACE CHRISTIAN COMM. SCH.-LOS BANOS,TAB,"Pili St., Maquiling Subd.,","Anos, Los Banos, Laguna", , ,
01-DF-000552,WELLSPRING OF GRACE SCHOOL-SAN PEDRO,TAB,"Southern Heights,","Brgy. Langgam, San Pedro, Laguna", , ,
01-DF-000021,ANGELS FAITH CHRISTIAN SCHOOL,TAB,"Rizal St., Poblacion","Magdalena, Laguna", , ,ACSEL/LAPRISADA
01-DF-000481,ST. JOSEPH DE PAUL ACADEMY,TAB,"St. Joseph Village 7,","Marinig, Cabuyao, Laguna", , ,
01-DF-000176,HASIK BAGONG BUHAY CHRISTIAN SCH.,TAB,"Tagpuan St.,","Los Banos, Laguna", , ,ACSEL/LAPRISADA
01-DF-000343,MONT. CHILDRENS WORKSHOP,TAB,"Woodside Village, Canlalay,","Binan, Laguna",,,
01-DF-000500,HOPE OF GLORY CHRISTIAN SCHOOL- CALAMBA,TAB,,, , ,LACASA/LAPRISADA
01-DF-000572,JOY R CHRISTIAN LIGHTHOUSE ACADEMY,TAB,,, , ,Family Business
01-DF-000352,MOTHER OF THE EUCHARIST & GRACE MONT.,TAB,"J. Rizal St., Brgy. 4,","Paete, Laguna", , ,
01-DF-000006,ACTS LEARNING CENTER,TAB,"138 Ruby St., Shineland Village,","Sala, Cabuyao, Laguna", , ,ACSEL/LAPRISADA
01-DF-000455,SOUTHERN HEIGHTS MONT.-BRGY. UBL,TAB,"B-9 L-39 & 40, Brgy. UBL,","Souther Heights II,San Pedro. Laguna", , ,LAPRISADA
01-DF-000290,LITTLE CANDLE LEARNING CENTER,TAB,"Purok 5, Masapang,","Victoria, Laguna", , ,
01-DF-000019,ANGELIC FAITH LEARNING CENTER,TAB,(Frmly:Perpetual Learning Center),"Pansol I, Calamba City Laguna", , ,LACASA/LAPRISADA
01-DF-000563,LAGUNA STATE POLYTECHNIC UNIV.-LOS BANOS,TAB,,, , ,
01-DF-000601,SAN SEBASTIAN COLLEGE RECOLETOS,TAB,"Wisdom Ave., Carmelray Ind'l Park I","Canlubang, Calamba City, Laguna",,,LAPRISADA
01-DF-000147,FIRST BAPTIST CHRISTIAN SCHOOL (FBC),TAB,Halang Road,"Canlalay, Binan, Laguna", , ,ACSEL/LAPRISADA
01-DF-000587,CHRISTIAN EDUCATION DEV'T SCHOOL (CHEDS),TAB,,, , ,ACSEL/CACPRISAA
01-DF-000496,ST. PETER & ST. JOHN SCHOOL,TAB,"B-26 L-1 Ph.-I, Pacita II,","San Pedro, Laguna", , ,
01-DF-000256,LAKESIDE INTEGRATED SCHOOL,TAB,Brgy.Gulod,"Gulod, Cabuyao, Laguna", , ,LAPRISADA
01-DP-000005,CREST CHRISTIAN SCHOOL,TAB,"Lumang Kalsada, San Francisco","Calihan, San Pablo City", , ,
01-DP-000007,FIRST EVANGELICAL LRNG. CTR.,TAB,"C. Penaloza St.,",San Pablo City, , ,PRISEA-SAN PABLO
01-DF-000593,FAITHFUL GRACE CHRISTIAN SCHOOL,TAB,"B-15 L-20 Celina Plains Subd.,","Brgy. labas, Sta. Rosa, Laguna", , ,PRISAA-STA.ROSA
01-DF-000116,CREATIVE STAR MONTESSORI SCHOOL,TAB,"B-19 L-2, South Fairway,","Landayan, San Pedro, Laguna", , ,
01-DF-000028,LITTLE INTELLECTUALS LEARNING CENTER,TAB,Little Intellectual LC-28 San Vicente St,"Brgy.San Vicente, San Pedro, Laguna", , ,
01-DF-000133,ELOHIM CHRISTIAN SCHOOL,TAB,"Aratan, Pulong Sta. Cruz,","Sta. Rosa, Laguna(near Nissan)", , ,
01-DF-000509,ST. THERESE SCHOOL OF CALAUAN,TAB,,"Brgy. Dayap, Calauan, Laguna", , ,
01-DP-000022,MELROSE SCHOOL,TAB,"Park Kasiyahan, Brgy. 6 D,",San Pablo City (Back of Canossa Coll.), , ,PRISEA-SAN PABLO
01-DF-000039,BINAN FAITH CHRISTIAN SCHOOL,TAB,"Block 4 Villa Catalina II, Sto. Tomas,","Binan, Laguna", , ,LAPRISADA
01-DF-000208,INFANT SCHOOL OF HOLY REDEEMER,TAB,"Family Village, Sampiruhan,","Calamba City, Laguna", ,,CACPRISAA
01-DF-000578,DIVINE GLORY SCHOOL,TAB,,, , ,
01-DF-000372,OUR LADY OF FATIMA DE SAN PEDRO SCH.,TAB,"B-15 L-11 Neptune St., Ma. Aurora","Hght. Subd., San Pedro, Laguna", ,,LAPRISADA
01-DF-000585,MIND BUILDERS ACADEMY,TAB,"Lynville Subd.,Brgy. Bagumbayan","Sta. Cruz, Laguna", , ,LAPRISADA
01-DF-000154,GLORIOUS DAWN VILLAGE SCHOOL,TAB,,, , ,LACASA/LAPRISADA
01-DF-000530,THERESE OF THE LAKE SCHOOL,TAB,"Brgy. Marinig,","Cabuyao, Laguna", , ,
01-DF-000044,BRIENT MONTESSORI SCHOOL,TAB,"B-1 L-1 Zavalla I Village,","Market Area, Sta. Rosa, Laguna", , ,
01-DF-000160,GOOD BEGINNING FOUNDATIONAL LRNG. CTR.,TAB,"Dita Rd.,","Brgy., Binan, Pagsanjan, Laguna", , ,ACSEL/LAPRISADA
01-DF-000254,LAGUNA STATE POLYTECHNIC COLL.-SINILOAN,TAB,,, , , 
01-DF-000474,ST. ISIDORE LEARNING CENTER,TAB,Brgy. Barandal,"Punta, Calamba City, Laguna", , ,LAPRISADA
01-DF-000238,KEYSTONE LEARNING CENTER,TAB,"P. Guevarra cor. Kamatoy St.,","Sta. Cruz, Laguna", , ,
01-DF-000126,DON BOSCO CHILDREN CTR.-CALAMBA,TAB,"Mary Help X'tian Parish,","Mayapa, Calamba City, Laguna", , ,
01-DF-000069,CENTER FOR CREATIVE LEARNER SCHOOL,TAB,"#31 Masaya St., United San Pedro Subd.,","San Pedro, Laguna", , ,LAPRISADA
01-DF-000172,HADDASSAH ACADEMY (FRMLY: AUBREY),TAB,(Aubrey Educ. Ctr.)#21 Sto. Rosario,"Pacita I, San Pedro, Laguna", , ,
01-DF-000359,NAZARENE PAROCHIAL SCHOOL,TAB,"Bo. Canlubang,","Canlubang, Laguna", , ,
01-DF-000445,SOLID FOUNDATION CHRISTIAN SCHOOL,TAB,"Temprosa Bldg., Plaza Redor,","Siniloan, Laguna", , ,
01-DF-000599,MANILA SOUTHRIDGE RIVERSIDE SCHOOL,TAB,,,,,
01-DF-000303,LIVING WATER CHRISTIAN SCH.-SAN PEDRO,TAB,"2206 Waling-Waling St.,","Elvinda, San Pedro, Laguna", , ,ACSEL/LAPRISADA
01-DP-000023,MSC HIGH SCHOOL,TAB,"A. Fule St.,",San Pablo City, , ,PRISEA-SAN PABLO
01-DF-000175,HARVESTERS BAPTIST ACADEMY,TAB,"End of 4th St.,Hiway Homes Subd.,","Platero, Binan, Laguna", , ,
01-DF-000031,BANAHAW INSTITUTE (HS),TAB,,, , ,LAPRISADA
01-DF-000168,GRACE CHRISTIAN COMM. SCH.-RIZAL,TAB,"Bonifacio St.,","Rizal, Laguna", , ,
01-DF-000479,ST. JOHN THE BAPTIST ACAD.-LILIW,TAB,"Gatayaw St.,","Liliw, Laguna", , ,
01-DF-000132,EDEN HILL SCHOOL,TAB,"Barretto Subd.,","Bucal, Calamba City, Laguna", , ,LAPRISADA
01-DF-000394,PHIL. HIGH SCHOOL FOR THE ARTS,TAB,"Nat'l Arts Ctr, Mt. Makiling,","College Los Banos, Laguna", , ,
01-DF-000419,RIZAL STANDARD ACADEMY (HS),TAB,"Rizal Ave.,","Nagcarlan, Laguna", , ,LAPRISADA
01-DF-000548,VIAN RECEL ACADEMY,TAB,"Blk 29, lot l, Purok 2,","Brgy. Magsaysay,San Pedro, Laguna", , ,LAPRISADA
01-DF-000586,IMMANUEL CHRISTIAN ACADEMY,TAB,"190 Brgy. Timbao,","Binan, Laguna", , ,
01-DF-000595,VILLA LA PRINZA KIDDIE LEARNING CENTER,TAB,,, , ,
01-DF-000130,EARLY CHILDHOOD LEARNING CENTER,TAB,"Blk 11 Lot 8, St. Joseph Village IV,","Butong, Cabuyao, Laguna", , ,
01-DF-000577,CRANBERRY CHILD STUDY CENTER,TAB,,, , ,
01-DF-000016,ANAHAW KIDDIE LEARNING CENTER,TAB,38 Anahaw Homes JP Rizal St.,"Brgy. Dita, Sta. Rosa, Laguna", , ,
01-DF-000592,E.M.A. LEARNING CENTER,TAB,"0781 Siranglupa,","Calamba City, Laguna", , ,
01-DF-000001,ABBA FATHER'S INFORMATIVE LRNG. CTR.,TAB,"L2 B-13 Unit-A,Rosario Ave.,Rosario","Complex,San Vicente,San Pedro,Laguna", , ,ACSEL/LAPRISADA
01-DF-000611,HOLY QUERUBIN DAY CARE & LRNG CASTLE,TAB,Pueblo Del Rio,"Calamba City, Laguna",,,
01-DF-000590,LITTLE ANGEL LEARNING CENTER-CALAMBA,TAB,,, , ,
01-DF-000098/01-DF-000099,COL. DE MONTEREI DE PILA (E),TAB,,"Pila, Laguna", , ,
01-DF-000004,ACADEMIA INSTITUCION DE SAN PEDRO,TAB,"(San Pedro Educ. Ctr.)- J.P. Rizal St.,","Pacita CompI,San Pedro, Laguna", , ,
01-DF-000010,AGUSTINIAN SCHOOL OF CABUYAO,TAB,"Banay, Banay,","Cabuyao, Laguna", , ,
01-DF-000036,BETHEL CHRISTIAN ACADEMY,TAB,"Villa Josefina subd., Brgy. Kallos","Sta. Cruz, Laguna", , ,
01-DF-000045,BRIGHT LAND SCHOOL INT'L,TAB,,"Masiit, Calauan, Laguna", , ,
01-DF-000054,CALVARY BAPTIST ACADEMY,TAB,"Blk 2 Lot 41 Landmark Subd.,","Parian, Calamba, Laguna", , ,
01-DF-000057,CANLUBANG HOLY CHILD LRNG. CTR.,TAB,"#22 Dame de Noche St., Ceris I Subd.,","Canlubang, Laguna", , ,
01-DF-000068,CAVINTI ACADEMY (HS),TAB,,"Cavinti, Laguna", , ,
01-DF-000082,CHILDREN'S HOUSE MONTESSORI-LOS BANOS,TAB,"Batong Malake, Los Banos,",Laguna, , ,
01-DF-000101,COL. DE SAN PEDRO (E),TAB,Pacita Complex I,"San Pedro, Laguna", , ,
01-DF-000107,COL. SAN ANTONIO,TAB,"P.H. Escueta St., San Antonio,","Binan, Laguna", , ,
01-DF-000157,GOLDEN LAMPSTAND LRNG. CENTER,TAB,"2911 Magnolia St.,Elvinda Village,","San Pedro, Laguna", , ,
01-DF-000161,GOOD SAMARITAN MARY SCHOOL,TAB,"B-3 L-17 Kapayapaan Vill.,","Canlubang, Laguna", , ,
01-DF-000162,GOOD SHEPHERED LRNG CTR-LILIW,TAB,"Mabini St.,","Liliw, Laguna", , ,
01-DF-000163,GOOD SHEPHERED LRNG. CTR.-MAJAYJAY,TAB,Villa Nodales Subdivision,"Majayjay, Laguna", , ,
01-DF-000165,GOOD SHEPHERED SCH.-CANLUBANG,TAB,Blk. 72 Lot 3 Asia Phase 2,Kapayapaan Vill. Canlubang, , ,
01-DF-000182,HOLY ANGEL MONT. SCH. OF CABUYAO,TAB,"Aplaya, Mamatid,","Cabuyao, Laguna", , ,
01-DF-000204,IMM. HEART OF MARY SCHOOL,TAB,"Guevarra Subd.,Pacita Complex,","Phase II, San Pedro, Laguna", , ,
01-DF-000218,JESUS & MARY SCHOOL OF CABUYAO,TAB,"Villa Adelina Subd.,","Pulo, Cabuyao, Laguna", , ,
01-DF-000219,JESUS FRIENDS INTEGRATED SCHOOL,TAB,,"Brgy. Tunhac, Famy, Laguna", , ,
01-DF-000228,JESUS THE ROCKS OF ALL AGES X'TIAN SCH.,TAB,"Brgy. Laram,","San Pedro, Laguna", , ,
01-DF-000306,LOS BANOS ADVENTIST SCHOOL,TAB,"6810 Bangkal St.,","San Antonio, Los Banos, Laguna", , ,
01-DF-000370,OUR LADY OF ASSUMPTION SCHOOL,TAB,"Olympia Ave., Villa Olympia Subd.,","San Pedro, Laguna", , ,
01-DF-000418,RIZAL INSTITUTE-CANLUBANG,TAB,"Bo. Canlubang,","Canlubang, Laguna", , ,
01-DF-000429,SAN LORENZO CHRISTIAN SCH-STA. ROSA,TAB,"San Lorenzo South,","Sta. Rosa, Laguna", , ,
01-DF-000436,SCIENCE & TECH. SCH. OF BAY,TAB,"Pociano Rizal,","Bay, Laguna", , ,
01-DF-000448,SOUTH CITY HOMES CHRISTIAN SCH.,TAB,"Blk 40 Blot 15-17, Dapitan St.,","South City Homes, Binan, Laguna", , ,
01-DF-000454,SOUTH MEADOWS ACADEMY,TAB,Block 11 Lot 1 J. Luna Street,"Chrysanthemum, Sn Pedro Laguna", , ,
01-DF-000457,"SOUTHMONT SCHOOL, INC.",TAB,,"261 Balagtas St., Pila, Laguna", , ,
01-DF-000471,ST. FRANCIS SCHOOL,TAB,National Highway,"San Pedro, Laguna", , ,
01-DF-000494,ST. PAUL SCH.-ALAMINOS (E/H),TAB,,"Alaminos, Laguna", , ,
01-DF-000502,ST. SALVADOR MONTESSORI SCHOOL,TAB,"Neptune St., South Plains II","Sto. Tomas, Binan, Laguna", , ,
01-DF-000511,ST. VINCENT DE PAUL MONT.,TAB,"Brgy. Lagumbay Rd.,","Lumban, Laguna", , ,
01-DF-000551,WELLSPRING INTEGRATED SCHOOL-CALAMBA,TAB,"Blumentritt St., San Jose","Calamba, Laguna", , ,
01-NN-000311/01-NN-000312,IMM. CONCEPTION PARISH SCH.(E/HS)-CUBAO,BUH/SAG,"39 Lantana St.corner st.michael sts.,Immaculate","Cubao, Quezon City", ,CUBAO,MAPSA
